Name,Direct downloads,Indirect downloads,Total
DClusterm,135,0,135
rpnf,135,0,135
weightTAPSPACK,135,0,135
osi,135,0,135
edesign,135,0,135
metafolio,135,0,135
StMoSim,135,0,135
StMoSim,135,0,135
Methplot,135,0,135
flood,135,0,135
FastBandChol,135,0,135
spray,135,0,135
GeneReg,135,0,135
liso,135,0,135
Oncotree,135,0,135
simPATHy,135,0,135
rodeo,135,0,135
WikiSocio,135,0,135
discrimARTs,135,0,135
phytotools,135,0,135
vegdata,134,1,135
miniGUI,131,4,135
imputeTestbench,130,5,135
rcbsubset,117,18,135
iemisc,19,116,135
MetStaT,134,0,134
numKM,134,0,134
nCal,134,0,134
diffusr,134,0,134
tspmeta,134,0,134
DNMF,134,0,134
hypothesisr,134,0,134
yCrypticRNAs,134,0,134
OptGS,134,0,134
cxxfunplus,134,0,134
IM,134,0,134
QSARdata,134,0,134
ustyc,134,0,134
jmcm,134,0,134
expandFunctions,134,0,134
esmisc,134,0,134
pcaBootPlot,134,0,134
MAPLES,134,0,134
eive,134,0,134
eive,134,0,134
rpartitions,134,0,134
VecStatGraphs3D,134,0,134
RcppStreams,134,0,134
hamlet,134,0,134
mxkssd,134,0,134
exptest,134,0,134
zooaRchGUI,134,0,134
covatest,134,0,134
iprior,134,0,134
guess,134,0,134
gskat,134,0,134
mdscore,134,0,134
freeknotsplines,134,0,134
nparACT,134,0,134
nplplot,134,0,134
TransferEntropy,134,0,134
flowfield,134,0,134
paco,134,0,134
TDboost,134,0,134
ssa,134,0,134
meteo,134,0,134
tibbrConnector,134,0,134
DEMOVA,134,0,134
gamreg,134,0,134
StatCharrms,134,0,134
datastepr,134,0,134
epistasis,134,0,134
SimReg,134,0,134
optDesignSlopeInt,134,0,134
dpglasso,134,0,134
clust.bin.pair,134,0,134
raincpc,134,0,134
ISDA.R,134,0,134
InventorymodelPackage,134,0,134
SafeQuant,134,0,134
patchDVI,134,0,134
netgen,134,0,134
propOverlap,134,0,134
tpAUC,134,0,134
EstHer,134,0,134
cpa,134,0,134
identity,132,2,134
fUnitRoots,130,4,134
nlt,129,5,134
rcbalance,43,91,134
soilwater,38,96,134
DiffusionRjgqd,12,122,134
MC2toPath,133,0,133
GiRaF,133,0,133
QuantifQuantile,133,0,133
DIRECT,133,0,133
pycno,133,0,133
Miney,133,0,133
profmem,133,0,133
frmpd,133,0,133
europop,133,0,133
requireR,133,0,133
mptools,133,0,133
loopr,133,0,133
ExactPath,133,0,133
spellcheckr,133,0,133
msr,133,0,133
ExactPath,133,0,133
obsSens,133,0,133
MCMC4Extremes,133,0,133
expert,133,0,133
timeSeq,133,0,133
bayesianETAS,133,0,133
ParDNAcopy,133,0,133
BarBorGradient,133,0,133
HEAT,133,0,133
MCMC4Extremes,133,0,133
ES,133,0,133
MultNonParam,133,0,133
metaheur,133,0,133
Smisc,133,0,133
potts,133,0,133
hisemi,133,0,133
RNCBIEUtilsLibs,133,0,133
inferference,133,0,133
gogamer,133,0,133
peptider,133,0,133
mixpack,133,0,133
mleur,133,0,133
probsvm,133,0,133
MonoPhy,133,0,133
NORRRM,133,0,133
FormalSeries,133,0,133
glycanr,133,0,133
MTurkRGUI,133,0,133
lmms,133,0,133
zoeppritz,133,0,133
DiffusionRimp,133,0,133
jpmesh,133,0,133
LSC,133,0,133
overlapping,133,0,133
jpmesh,133,0,133
dbEmpLikeNorm,133,0,133
WARN,133,0,133
tdROC,133,0,133
RFLPtools,133,0,133
EBEN,133,0,133
FACTMLE,133,0,133
grade,133,0,133
FastHCS,133,0,133
Plasmidprofiler,133,0,133
effectFusion,133,0,133
rgeoapi,133,0,133
REST,133,0,133
rwars,133,0,133
landscapeR,133,0,133
RFmarkerDetector,133,0,133
SML,133,0,133
SpatMCA,133,0,133
rcrypt,133,0,133
reproducer,133,0,133
SML,133,0,133
SpatMCA,133,0,133
rcrypt,133,0,133
reproducer,133,0,133
NAEPprimer,128,5,133
readJDX,127,6,133
POET,116,17,133
rivr,98,35,133
RMOAjars,13,120,133
imputeMDR,132,0,132
SEchart,132,0,132
RXMCDA,132,0,132
zetadiv,132,0,132
ltsbase,132,0,132
Langevin,132,0,132
VLMC,132,0,132
DYM,132,0,132
crsnls,132,0,132
Langevin,132,0,132
RM2,132,0,132
nestedRanksTest,132,0,132
refund.wave,132,0,132
NB,132,0,132
histmdl,132,0,132
nicheROVER,132,0,132
nicheROVER,132,0,132
dplRCon,132,0,132
mederrRank,132,0,132
saemix,132,0,132
skeletor,132,0,132
metansue,132,0,132
ctl,132,0,132
mixor,132,0,132
minimist,132,0,132
RYoudaoTranslate,132,0,132
trimr,132,0,132
pvar,132,0,132
FuzzyMCDM,132,0,132
PedCNV,132,0,132
ldhmm,132,0,132
linbin,132,0,132
titan,132,0,132
RWBP,132,0,132
TOC,132,0,132
notifyR,132,0,132
TOC,132,0,132
notifyR,132,0,132
VIFCP,132,0,132
networkreporting,132,0,132
SAGA,132,0,132
maddison,132,0,132
kissmig,132,0,132
GGMridge,132,0,132
iRegression,132,0,132
GreedyExperimentalDesign,132,0,132
iRegression,132,0,132
GGMridge,132,0,132
mvctm,132,0,132
threewords,132,0,132
gammSlice,132,0,132
farsi,132,0,132
pumilioR,132,0,132
SVMMaj,132,0,132
lmem.qtler,132,0,132
curry,132,0,132
supclust,132,0,132
epandist,132,0,132
mbmdr,132,0,132
RenextGUI,132,0,132
mdsdt,132,0,132
CVcalibration,132,0,132
muir,132,0,132
groupdata2,132,0,132
hyperSMURF,132,0,132
dga,132,0,132
SVMMatch,132,0,132
RatingScaleReduction,132,0,132
ggghost,132,0,132
wfe,132,0,132
soql,132,0,132
wfe,132,0,132
soql,132,0,132
cryst,132,0,132
XMRF,126,6,132
cbanalysis,131,0,131
pawacc,131,0,131
monographaR,131,0,131
GEEaSPU,131,0,131
ICEinfer,131,0,131
EnsCat,131,0,131
TSdata,131,0,131
tilting,131,0,131
sensitivityfull,131,0,131
SCGLR,131,0,131
DRaWR,131,0,131
echogram,131,0,131
hbmem,131,0,131
glmvsd,131,0,131
GABi,131,0,131
diffrprojectswidget,131,0,131
mvtmeta,131,0,131
ThresholdROC,131,0,131
MRS,131,0,131
rdwd,131,0,131
FisHiCal,131,0,131
oii,131,0,131
hiddenf,131,0,131
phase1RMD,131,0,131
PredictTestbench,131,0,131
freqMAP,131,0,131
HiLMM,131,0,131
phase1RMD,131,0,131
RBMRB,131,0,131
EurosarcBayes,131,0,131
joinXL,131,0,131
NPBayesImpute,131,0,131
forega,131,0,131
forega,131,0,131
stringgaussnet,131,0,131
multiplyr,131,0,131
TCGAretriever,131,0,131
smcfcs,131,0,131
ORMDR,131,0,131
iLaplace,131,0,131
EMMIXuskew,131,0,131
fromo,131,0,131
EMMIXuskew,131,0,131
listWithDefaults,131,0,131
hzar,131,0,131
jvnVaR,131,0,131
DetR,131,0,131
clttools,131,0,131
RECA,131,0,131
clusterhap,131,0,131
iRafNet,131,0,131
RIA,131,0,131
iRafNet,131,0,131
mazeGen,131,0,131
ProTrackR,131,0,131
trelloR,131,0,131
james.analysis,131,0,131
MUCflights,131,0,131
gsscopu,131,0,131
RcppXts,131,0,131
lpbrim,131,0,131
invLT,131,0,131
CoSeg,131,0,131
subcopem2D,131,0,131
tbart,131,0,131
qualvar,131,0,131
qualvar,131,0,131
errorlocate,131,0,131
dkDNA,131,0,131
cstar,131,0,131
simMP,131,0,131
RRNA,126,5,131
xtermStyle,122,9,131
machina,30,101,131
iemiscdata,23,108,131
SensMixed,130,0,130
Iboot,130,0,130
FBN,130,0,130
frt,130,0,130
ttScreening,130,0,130
meteogRam,130,0,130
nproc,130,0,130
mutossGUI,130,0,130
STPGA,130,0,130
intubate,130,0,130
LindleyR,130,0,130
enRich,130,0,130
CombinePortfolio,130,0,130
multigroup,130,0,130
dam,130,0,130
SparseLearner,130,0,130
wppExplorer,130,0,130
mixedsde,130,0,130
MixRF,130,0,130
svmadmm,130,0,130
GRTo,130,0,130
learNN,130,0,130
WWR,130,0,130
MDR,130,0,130
equSA,130,0,130
gaselect,130,0,130
ebSNP,130,0,130
flower,130,0,130
EloChoice,130,0,130
statGraph,130,0,130
statGraph,130,0,130
RADanalysis,130,0,130
JRF,130,0,130
confSAM,130,0,130
fungible,130,0,130
GroupTest,130,0,130
JASPAR,130,0,130
OLScurve,130,0,130
ISR3,130,0,130
NEpiC,130,0,130
wux,130,0,130
flock,130,0,130
TapeR,130,0,130
elec.strat,130,0,130
pvsR,130,0,130
intpoint,130,0,130
SOLOMON,130,0,130
GNE,130,0,130
GCAI.bias,130,0,130
GNE,130,0,130
efflog,130,0,130
EL,130,0,130
reconstructr,130,0,130
IBDLabels,130,0,130
erboost,130,0,130
gPCA,130,0,130
geneSignatureFinder,130,0,130
emon,130,0,130
IBDLabels,130,0,130
PoSI,130,0,130
learnstats,130,0,130
EXRQ,130,0,130
mlmmm,130,0,130
rnaseqWrapper,130,0,130
IrishDirectorates,130,0,130
CrossClustering,130,0,130
pullword,130,0,130
pullword,130,0,130
SkyWatchr,130,0,130
RchivalTag,130,0,130
condir,130,0,130
optigrab,130,0,130
saasCNV,130,0,130
CVD,130,0,130
standardize,126,4,130
truncSP,124,6,130
truncSP,124,6,130
MBmca,123,7,130
TSsdmx,52,78,130
MM2Sdata,17,113,130
fastHICA,129,0,129
fastHICA,129,0,129
StructFDR,129,0,129
GxM,129,0,129
nbconvertR,129,0,129
NMFN,129,0,129
TwoStepCLogit,129,0,129
oXim,129,0,129
robustfa,129,0,129
Sunder,129,0,129
hazus,129,0,129
robustfa,129,0,129
ESKNN,129,0,129
ForIT,129,0,129
quad,129,0,129
humidity,129,0,129
softclassval,129,0,129
msBP,129,0,129
endogMNP,129,0,129
cvplogistic,129,0,129
endogMNP,129,0,129
denoiseR,129,0,129
gyriq,129,0,129
fracprolif,129,0,129
GiniWegNeg,129,0,129
horizon,129,0,129
reportRx,129,0,129
tuple,129,0,129
getMet,129,0,129
horizon,129,0,129
PanelCount,129,0,129
vbsr,129,0,129
GaDiFPT,129,0,129
textutils,129,0,129
saccades,129,0,129
gencve,129,0,129
gencve,129,0,129
eyetracking,129,0,129
PCS,129,0,129
som.nn,129,0,129
MATTOOLS,129,0,129
unittest,129,0,129
esaddle,129,0,129
duckduckr,129,0,129
eel,129,0,129
eel,129,0,129
SNPmaxsel,129,0,129
gettingtothebottom,129,0,129
IUPS,129,0,129
monogeneaGM,129,0,129
DidacticBoost,129,0,129
ShrinkCovMat,129,0,129
somebm,129,0,129
ifs,129,0,129
ifs,129,0,129
ICCbin,129,0,129
tumgr,129,0,129
MKLE,129,0,129
IAPWS95,129,0,129
nodiv,129,0,129
DCG,129,0,129
RepeatedHighDim,128,1,129
ISOpureR,127,2,129
SPSL,122,7,129
rcanvec,118,11,129
rcanvec,118,11,129
pbdRPC,91,38,129
gemtc.jar,20,109,129
diffrprojects,10,119,129
EBASS,128,0,128
sparsenet,128,0,128
FRCC,128,0,128
FRCC,128,0,128
groc,128,0,128
pencopula,128,0,128
statip,128,0,128
msgtools,128,0,128
ipflasso,128,0,128
sharx,128,0,128
tictactoe,128,0,128
bivrp,128,0,128
referenceIntervals,128,0,128
qVarSel,128,0,128
spareserver,128,0,128
gbs2ploidy,128,0,128
prism,128,0,128
libamtrack,128,0,128
oro.pet,128,0,128
MCI,128,0,128
SPreFuGED,128,0,128
HRQoL,128,0,128
SPreFuGED,128,0,128
STI,128,0,128
ProDenICA,128,0,128
SchemaOnRead,128,0,128
gghalfnorm,128,0,128
HybridMC,128,0,128
InferenceSMR,128,0,128
languagelayeR,128,0,128
geoGAM,128,0,128
galts,128,0,128
stmgui,128,0,128
pagenum,128,0,128
RPublica,128,0,128
RANN.L1,128,0,128
skm,128,0,128
PROFANCY,128,0,128
RI2by2,128,0,128
deamer,128,0,128
NetSim,128,0,128
spm12r,128,0,128
PROFANCY,128,0,128
normalr,128,0,128
iDynoR,128,0,128
nasadata,128,0,128
mixsep,128,0,128
NScluster,128,0,128
mistat,128,0,128
easyreg,128,0,128
RChronoModel,128,0,128
sortinghat,128,0,128
NostalgiR,128,0,128
DnE,128,0,128
HBglm,128,0,128
iopsych,128,0,128
easyreg,128,0,128
KMDA,128,0,128
ggloop,128,0,128
ggloop,128,0,128
lookupTable,128,0,128
kergp,128,0,128
polidata,128,0,128
LPS,128,0,128
lira,128,0,128
RObsDat,128,0,128
matchMulti,128,0,128
LPS,128,0,128
TTAinterfaceTrendAnalysis,128,0,128
euroMix,128,0,128
DODR,128,0,128
switchnpreg,128,0,128
event,128,0,128
CHFF,128,0,128
plspm.formula,128,0,128
POUMM,128,0,128
lllcrc,128,0,128
hornpa,128,0,128
FourScores,128,0,128
GWsignif,128,0,128
revealedPrefs,128,0,128
TFDEA,128,0,128
mixedMem,128,0,128
hbm,128,0,128
ionr,128,0,128
genepi,128,0,128
ffstream,128,0,128
wrswoR,96,32,128
wrswoR,96,32,128
Mposterior,127,0,127
simrel,127,0,127
hydroApps,127,0,127
mvsf,127,0,127
miscor,127,0,127
itree,127,0,127
gTests,127,0,127
dhga,127,0,127
regexPipes,127,0,127
RKEEL,127,0,127
MultEq,127,0,127
GPCSIV,127,0,127
Mondrian,127,0,127
iFad,127,0,127
knnIndep,127,0,127
highSCREEN,127,0,127
soilprofile,127,0,127
funreg,127,0,127
Laterality,127,0,127
networktools,127,0,127
ibm,127,0,127
labelrank,127,0,127
PatternClass,127,0,127
ICAFF,127,0,127
ibm,127,0,127
labelrank,127,0,127
traj,127,0,127
ICAFF,127,0,127
Interatrix,127,0,127
zooaRch,127,0,127
nppbib,127,0,127
tileHMM,127,0,127
MFAg,127,0,127
nucim,127,0,127
Ultimixt,127,0,127
support.BWS2,127,0,127
ibeemd,127,0,127
gbts,127,0,127
MFAg,127,0,127
nopaco,127,0,127
toxboot,127,0,127
MNS,127,0,127
ncar,127,0,127
sbtools,127,0,127
hdpca,127,0,127
PPtreeViz,127,0,127
StockChina,127,0,127
optBiomarker,127,0,127
growth,127,0,127
lowmemtkmeans,127,0,127
HBSTM,127,0,127
RVFam,127,0,127
npcp,127,0,127
MODISSnow,127,0,127
gdns,127,0,127
redux,127,0,127
EpiILM,127,0,127
distdrawr,127,0,127
imputePSF,127,0,127
Datasmith,127,0,127
gIPFrm,127,0,127
RcppFaddeeva,127,0,127
gIPFrm,127,0,127
moult,127,0,127
vdmR,127,0,127
rdnb,127,0,127
mdhglm,127,0,127
GA4Stratification,127,0,127
managelocalrepo,127,0,127
OriGen,127,0,127
gtcorr,127,0,127
GA4Stratification,127,0,127
managelocalrepo,127,0,127
RJSplot,127,0,127
NORTARA,127,0,127
EffectStars2,127,0,127
genasis,127,0,127
PurBayes,127,0,127
IGM.MEA,127,0,127
holdem,127,0,127
LeLogicielR,127,0,127
NEArender,127,0,127
pSI,127,0,127
LncMod,127,0,127
NightDay,102,25,127
TExPosition,71,56,127
RKEELjars,30,97,127
mldr.datasets,22,105,127
GAMens,126,0,126
stampr,126,0,126
iBATCGH,126,0,126
TDD,126,0,126
GAMens,126,0,126
greyzoneSurv,126,0,126
MMWRweek,126,0,126
TInPosition,126,0,126
gvcm.cat,126,0,126
mvglmmRank,126,0,126
gvcm.cat,126,0,126
PoisBinNonNor,126,0,126
MILC,126,0,126
resemble,126,0,126
MonoInc,126,0,126
geosapi,126,0,126
island,126,0,126
fwi.fbp,126,0,126
PsumtSim,126,0,126
FTRLProximal,126,0,126
lmenssp,126,0,126
givitiR,126,0,126
lifecourse,126,0,126
MIAmaxent,126,0,126
qmrparser,126,0,126
marinespeed,126,0,126
kwb.hantush,126,0,126
imprProbEst,126,0,126
SNscan,126,0,126
peacots,126,0,126
GeneF,126,0,126
GSMX,126,0,126
deconvolveR,126,0,126
dissUtils,126,0,126
KSD,126,0,126
hkevp,126,0,126
SIDES,126,0,126
physiology,126,0,126
represent,126,0,126
deconvolveR,126,0,126
dissUtils,126,0,126
infra,126,0,126
GeNetIt,126,0,126
SoftClustering,126,0,126
scape,126,0,126
SQDA,126,0,126
svapls,126,0,126
ores,126,0,126
LPTime,126,0,126
grppenalty,126,0,126
gesca,126,0,126
mvst,126,0,126
nopp,126,0,126
ldlasso,126,0,126
RcppMLPACK,126,0,126
LEANR,126,0,126
RandPro,126,0,126
pauwels2014,126,0,126
ordinalCont,126,0,126
mwa,126,0,126
hbim,126,0,126
ropensecretsapi,126,0,126
Sky,126,0,126
kinfit,126,0,126
iemisctext,126,0,126
stoRy,126,0,126
ShapePattern,126,0,126
iemisctext,126,0,126
DirectStandardisation,126,0,126
GeoBoxplot,126,0,126
softmaxreg,126,0,126
SBRect,126,0,126
dynamichazard,126,0,126
pirate,126,0,126
hsicCCA,126,0,126
nricens,126,0,126
NHEMOtree,126,0,126
NHEMOtree,126,0,126
earthtones,126,0,126
idbg,126,0,126
treespace,126,0,126
hierformR,126,0,126
ph2bye,126,0,126
ms.sev,126,0,126
spiders,126,0,126
mcPAFit,126,0,126
fileplyr,126,0,126
ms.sev,126,0,126
mcPAFit,126,0,126
TSSQLite,39,87,126
RnavGraphImageData,35,91,126
reddPrec,125,0,125
LCAextend,125,0,125
HK80,125,0,125
glmlep,125,0,125
gaussfacts,125,0,125
prclust,125,0,125
IDSpatialStats,125,0,125
OOmisc,125,0,125
NPMVCP,125,0,125
Rramas,125,0,125
rjade,125,0,125
timma,125,0,125
netgsa,125,0,125
rindex,125,0,125
MBI,125,0,125
RxnSim,125,0,125
highlightHTML,125,0,125
intRegGOF,125,0,125
fecR,125,0,125
globalGSA,125,0,125
ProbForecastGOP,125,0,125
repijson,125,0,125
Harvest.Tree,125,0,125
flifo,125,0,125
serial,125,0,125
patchSynctex,125,0,125
packagetrackr,125,0,125
packagetrackr,125,0,125
SparseTSCGM,125,0,125
norm2,125,0,125
wrspathrow,125,0,125
Rambo,125,0,125
SECP,125,0,125
RcppHoney,125,0,125
lpdensity,125,0,125
partialCI,125,0,125
sesem,125,0,125
linkim,125,0,125
klin,125,0,125
SpecHelpers,125,0,125
hindexcalculator,125,0,125
memgene,125,0,125
rsml,125,0,125
RPPanalyzer,125,0,125
spAddins,125,0,125
iWeigReg,125,0,125
orderbook,125,0,125
sparsebn,125,0,125
elexr,125,0,125
systemicrisk,125,0,125
LSPFP,125,0,125
somplot,125,0,125
fbati,125,0,125
geneListPie,125,0,125
DamiaNN,125,0,125
geneListPie,125,0,125
fastGraph,125,0,125
msgpackR,125,0,125
JWileymisc,125,0,125
peplib,125,0,125
multirich,125,0,125
OrdMonReg,125,0,125
fitTetra,125,0,125
MIPHENO,125,0,125
semds,125,0,125
gwerAM,125,0,125
Rjpstatdb,125,0,125
gk,125,0,125
Ritc,125,0,125
REGENT,125,0,125
mmtfa,125,0,125
SDMPlay,125,0,125
RM.weights,125,0,125
royston,125,0,125
gpr,125,0,125
QualInt,125,0,125
shapeR,125,0,125
TRSbook,125,0,125
lorec,123,2,125
SCEPtER,38,87,125
XR,20,105,125
sonicLength,124,0,124
nlsr,124,0,124
MChtest,124,0,124
stressr,124,0,124
TRAMPR,124,0,124
labstats,124,0,124
weightedScores,124,0,124
Simpsons,124,0,124
synthACS,124,0,124
QFASA,124,0,124
RAD,124,0,124
sla,124,0,124
plsRbeta,124,0,124
DOvalidation,124,0,124
libsoc,124,0,124
fcd,124,0,124
DOvalidation,124,0,124
MethodCompare,124,0,124
fcd,124,0,124
random.polychor.pa,124,0,124
PredPsych,124,0,124
sitree,124,0,124
FREddyPro,124,0,124
specificity,124,0,124
MatchItSE,124,0,124
NetworkInference,124,0,124
mmcm,124,0,124
RPPairwiseDesign,124,0,124
FENmlm,124,0,124
ICtest,124,0,124
fgof,124,0,124
npIntFactRep,124,0,124
pewdata,124,0,124
LifeHist,124,0,124
mcglm,124,0,124
LifeHist,124,0,124
mcglm,124,0,124
reval,124,0,124
lymphclon,124,0,124
subsemble,124,0,124
RcppClassicExamples,124,0,124
MetProc,124,0,124
KraljicMatrix,124,0,124
qlcVisualize,124,0,124
rangeBuilder,124,0,124
lymphclon,124,0,124
rcss,124,0,124
radir,124,0,124
stepp,124,0,124
lsbclust,124,0,124
rpinterest,124,0,124
RCriteo,124,0,124
gbp,124,0,124
linkR,124,0,124
InterfaceqPCR,124,0,124
PlasmaMutationDetector,124,0,124
SASPECT,124,0,124
rleafmap,124,0,124
fastM,124,0,124
ITGM,124,0,124
predictionInterval,124,0,124
MFHD,124,0,124
GEint,124,0,124
sequoia,124,0,124
jmetrik,124,0,124
npmr,124,0,124
SCBmeanfd,124,0,124
worldmet,124,0,124
SynergizeR,124,0,124
usl,124,0,124
nanop,124,0,124
FGSG,124,0,124
gpmap,124,0,124
svTools,124,0,124
HDDesign,124,0,124
mousetrack,124,0,124
saery,124,0,124
gamCopula,124,0,124
synchrony,124,0,124
spaceExt,124,0,124
MScombine,124,0,124
SWATmodel,124,0,124
kzfs,124,0,124
dinamic,124,0,124
PAGWAS,124,0,124
rscorecard,124,0,124
LogConcDEAD,124,0,124
LIStest,124,0,124
vdg,124,0,124
IDmining,124,0,124
HAPim,124,0,124
stosim,124,0,124
MixMAP,124,0,124
icesDatras,124,0,124
extraBinomial,124,0,124
mseapca,124,0,124
stosim,124,0,124
lpint,122,2,124
wavemulcor,51,73,124
Rdroolsjars,26,98,124
qtlbook,123,0,123
MInt,123,0,123
RDIDQ,123,0,123
RapidPolygonLookup,123,0,123
JointRegBC,123,0,123
patchPlot,123,0,123
rtematres,123,0,123
files,123,0,123
IsoCI,123,0,123
lplyr,123,0,123
statcomp,123,0,123
sequences,123,0,123
deformula,123,0,123
shock,123,0,123
OmicKriging,123,0,123
TROM,123,0,123
shock,123,0,123
SEER2R,123,0,123
LPR,123,0,123
testforDEP,123,0,123
MoTBFs,123,0,123
IMak,123,0,123
MPINet,123,0,123
papayar,123,0,123
SIMMS,123,0,123
pop,123,0,123
rsubgroup,123,0,123
FUNTA,123,0,123
spcov,123,0,123
reservoir,123,0,123
hrr,123,0,123
krm,123,0,123
RNHANES,123,0,123
MGSDA,123,0,123
pointdensityP,123,0,123
npregfast,123,0,123
restlos,123,0,123
photobiologyLamps,123,0,123
fermicatsR,123,0,123
EW,123,0,123
mmppr,123,0,123
hierband,123,0,123
RHMS,123,0,123
PBIBD,123,0,123
soilcarbon,123,0,123
QGglmm,123,0,123
TableMonster,123,0,123
FACTscorer,123,0,123
modTempEff,123,0,123
smdc,123,0,123
osc,123,0,123
steadyICA,123,0,123
oec,123,0,123
npsf,123,0,123
HMVD,123,0,123
leiv,123,0,123
Interact,123,0,123
oec,123,0,123
npsf,123,0,123
intrval,123,0,123
randstr,123,0,123
MakefileR,123,0,123
wccsom,123,0,123
HMMpa,123,0,123
ITEMAN,123,0,123
wccsom,123,0,123
mountainplot,123,0,123
PIGShift,123,0,123
PLSbiplot1,123,0,123
fmrs,123,0,123
freqdist,123,0,123
gaoptim,123,0,123
multdyn,123,0,123
nmfgpu4R,123,0,123
gaoptim,123,0,123
MExPosition,123,0,123
tgram,91,32,123
polySegratio,28,95,123
rClinicalCodes,122,0,122
TELP,122,0,122
TippingPoint,122,0,122
NSA,122,0,122
logitchoice,122,0,122
fastnet,122,0,122
MOrder,122,0,122
inarmix,122,0,122
safer,122,0,122
marcher,122,0,122
IndTestPP,122,0,122
kehra,122,0,122
PLordprob,122,0,122
hds,122,0,122
SAFD,122,0,122
Rtauchen,122,0,122
makeProject,122,0,122
RcppHMM,122,0,122
icaOcularCorrection,122,0,122
GWG,122,0,122
quipu,122,0,122
haploReconstruct,122,0,122
degenes,122,0,122
R1magic,122,0,122
GofKmt,122,0,122
kpodclustr,122,0,122
drmdel,122,0,122
simsalapar,122,0,122
educineq,122,0,122
raptr,122,0,122
ergmharris,122,0,122
r2dRue,122,0,122
hybridModels,122,0,122
palinsol,122,0,122
matrixLaplacian,122,0,122
ss3sim,122,0,122
hybridModels,122,0,122
SPRT,122,0,122
gofMC,122,0,122
RepeatABEL,122,0,122
FMP,122,0,122
VizOR,122,0,122
MiRSEA,122,0,122
rIsing,122,0,122
kineticF,122,0,122
msltrend,122,0,122
msltrend,122,0,122
shinycssloaders,122,0,122
plmm,122,0,122
PhySortR,122,0,122
radar,122,0,122
TipDatingBeast,122,0,122
limitplot,122,0,122
multinet,122,0,122
PROTOLIDAR,122,0,122
kmlcov,122,0,122
supportInt,122,0,122
spongecake,122,0,122
multinet,122,0,122
PROTOLIDAR,122,0,122
snipEM,122,0,122
qtlhot,122,0,122
elhmc,122,0,122
supervisedPRIM,122,0,122
GLMaSPU,122,0,122
TTS,122,0,122
ROMIplot,122,0,122
sparkwarc,122,0,122
scan,122,0,122
iWISA,122,0,122
MANCIE,122,0,122
GCalignR,122,0,122
cystiSim,122,0,122
misreport,122,0,122
riskR,122,0,122
EvCombR,122,0,122
SMCRM,122,0,122
fptdApprox,121,1,122
rSFA,118,4,122
stoichcalc,116,6,122
rvgtest,48,74,122
rasterKernelEstimates,121,0,121
lspls,121,0,121
horserule,121,0,121
rHealthDataGov,121,0,121
mmm,121,0,121
ParentOffspring,121,0,121
pgraph,121,0,121
ParentOffspring,121,0,121
pgraph,121,0,121
Simile,121,0,121
proton,121,0,121
prLogistic,121,0,121
mvLSW,121,0,121
phenmod,121,0,121
hotspots,121,0,121
MullerPlot,121,0,121
phenmod,121,0,121
kernscr,121,0,121
Ramble,121,0,121
MultiBD,121,0,121
nlstimedist,121,0,121
quantileDA,121,0,121
infutil,121,0,121
proteomics,121,0,121
RGIFT,121,0,121
polywog,121,0,121
polywog,121,0,121
VecStatGraphs2D,121,0,121
kamila,121,0,121
gnmf,121,0,121
RMThreshold,121,0,121
palettetown,121,0,121
Records,121,0,121
fullfact,121,0,121
pogit,121,0,121
regsel,121,0,121
MRSP,121,0,121
popsom,121,0,121
TableToLongForm,121,0,121
l0ara,121,0,121
PCDSpline,121,0,121
GPB,121,0,121
mason,121,0,121
mme,121,0,121
evidenceFactors,121,0,121
QNB,121,0,121
evidenceFactors,121,0,121
RPEnsemble,121,0,121
simTool,121,0,121
hyper.fit,121,0,121
paleoMAS,121,0,121
svIDE,121,0,121
pheno2geno,121,0,121
GeneFeST,121,0,121
ICV,121,0,121
statnetWeb,121,0,121
recommenderlabJester,121,0,121
OrdLogReg,121,0,121
iBST,121,0,121
Myrrix,121,0,121
PoisBinOrd,121,0,121
sanon,121,0,121
hkex.api,121,0,121
nse,121,0,121
multiwave,121,0,121
hint,121,0,121
mapfit,121,0,121
NetRep,121,0,121
LS2Wstat,121,0,121
pvclass,121,0,121
LICurvature,121,0,121
planar,121,0,121
KENDL,121,0,121
dslabs,121,0,121
msap,121,0,121
OTE,121,0,121
digitalPCR,121,0,121
LiblineaR.ACF,121,0,121
RWildbook,121,0,121
rSPACE,121,0,121
genMOSS,121,0,121
hglasso,121,0,121
TMDb,121,0,121
nprobust,121,0,121
InfiniumPurify,121,0,121
nprobust,121,0,121
InfiniumPurify,121,0,121
rangemodelR,121,0,121
hiertest,121,0,121
nonmemica,121,0,121
stratigraph,121,0,121
dataMeta,121,0,121
lightsout,121,0,121
FastKM,121,0,121
LogicOpt,121,0,121
stratigraph,121,0,121
wikibooks,120,1,121
wrangle,119,2,121
rsolr,116,5,121
tcgsaseq,45,76,121
gwfa,120,0,120
plotMElm,120,0,120
MOJOV,120,0,120
rld,120,0,120
PEMM,120,0,120
lassoscore,120,0,120
windex,120,0,120
hoa,120,0,120
iDOS,120,0,120
hoa,120,0,120
iDOS,120,0,120
pgee.mixed,120,0,120
siRSM,120,0,120
micompr,120,0,120
bigtcr,120,0,120
fastHorseshoe,120,0,120
SMC,120,0,120
pamctdp,120,0,120
TRD,120,0,120
RevEcoR,120,0,120
klausuR,120,0,120
liqueueR,120,0,120
ordiBreadth,120,0,120
RSMET,120,0,120
